country,economic_development_index,gender_inequality_composite,youth_vulnerability_index,freedom_index,maternal_health_risk,econ_gender_interaction,freedom_inequality_interaction,youth_compound_risk,wpsi,seats_parliament,maternal_mortality,ip_violence_missing,wpsi_missing,ip_violence,predicted_ipv
Lao People's Democratic Republic,-0.4545563394002331,0.5282664357216392,-0.2288575164133804,-0.8294948129212619,0.4385276838192121,-0.2401268572496368,-0.438194268271503,-0.4795375288453544,0.704,22.0,185.0,0,0,19.0,29.220146088888473
Lebanon,-0.9536934304489826,1.552229081087133,-0.2503778112257765,-0.8874008906693464,-0.5973959851336769,-1.4803506771846602,-1.377449469079583,0.5012237805356708,0.595,4.7,29.0,1,0,24.59721477337812,27.96596358751435
Liberia,-2.6227662785661443,2.322284531338896,0.2448161994837336,-0.1610557783954029,2.1434707634024446,-6.090809558031438,-0.3740173428503894,-1.0600371287631685,0.5,9.7,661.0,0,0,43.0,35.99931928690137
Libya,-0.35499541844589,-1.559207047541811,1.4612936636549632,-1.6501130377888529,-0.6781739648193134,0.5535113582858859,2.572867877761006,-3.426519970154821,0.61,16.0,72.0,1,0,24.92888900905253,27.30532087453343
Saint Lucia,0.0165025454872676,-0.7222755637205174,-0.7994917362842754,0.4177813445560017,-0.1863748148307816,-0.0119193853446396,-0.3017532561511018,0.4603648190724404,0.7016164273348129,24.1,117.0,1,1,24.99953537391617,25.526729121897603
Liechtenstein,2.0816026740918336,-0.973307305667766,-0.494918788752182,0.5702872182369729,-0.8877136566713295,-2.02603909019114,-0.5550647158389933,0.1760590690002066,0.8060850260782533,28.0,0.0,1,1,21.153027809195784,21.54952704421757
Sri Lanka,-0.0914256114904418,1.1497041893452848,0.4528417028274023,-0.2529872430502928,-0.6422092598973946,-0.1051124085440153,-0.2908604931858354,-0.9636817685290118,0.743,5.4,36.0,0,0,24.0,26.646869336101545
Lesotho,-1.604583007338567,0.2638490842415011,1.193957970752671,-0.0530357131296113,1.4434410801744355,-0.4233677570757548,-0.0139934243413429,2.289642028034645,0.605,22.9,544.0,0,0,40.0,33.619176484160505
Lithuania,1.7276224878641466,-1.2861359146816098,-0.8264565150937268,1.2647655870476855,-0.773226752014232,-2.2219573286536725,-1.6266604451553983,0.8256685444872478,0.886,27.7,8.0,0,0,22.0,21.425489336561416
Luxembourg,1.9548241374881945,-2.0501013727196957,-0.1095801708354519,1.2730593579541127,-0.8596888651275605,-4.0075876476901415,-2.6099007372953804,-1.3435239031010966,0.924,35.0,5.0,0,0,20.0,21.579766766815787
Latvia,1.628806806821058,-1.3195951538125492,-0.9526385459496804,1.2949739764951471,-0.7385408780362405,-2.149365568777961,-1.7088413836963623,0.7460901116288309,0.872,29.0,19.0,0,0,25.0,21.49472547749067
Morocco,-0.4514603962474396,1.1379541647898055,-0.3117030305659533,-0.750915990688829,-0.4338361202692367,-0.5137412381474299,-0.8545079790116159,0.1981624554010074,0.637,20.4,70.0,1,0,24.18190668086045,26.991892825298027
Monaco,2.290605127941564,-1.2910818125335304,-0.4632528102750591,0.6156498982230285,-0.8327289949446977,-2.957358620381393,-0.7948543864838712,0.1734425340739835,0.81519325617942,33.3,0.0,1,1,21.16503478043585,21.325279695597185
Moldova (Republic of),0.8341002076276489,-1.5232428584041573,-0.4866123471333754,0.4996903179041482,-0.5212205483547907,-1.270537184462241,-0.7611497081611968,0.1628266479765951,0.758,39.6,19.0,0,0,27.0,22.247649040445612
Madagascar,-2.7897609185217958,0.6144387144526727,0.2831355486659971,-0.3867361848423646,1.373530850235081,-1.7141371124068394,-0.2376256842468737,-1.200910754572113,0.505,17.2,335.0,1,0,34.32630035020188,33.8771442341649
Maldives,0.9236434724241862,0.6522717470081638,-1.1836896732620117,0.2250308558161841,-0.7147591027760609,0.6024665413708107,0.1467812694539646,1.8185655341799984,0.72,4.6,53.0,0,0,19.0,24.451169222275933
Mexico,0.9635296615328004,-1.1402546347384437,-0.1879555237043049,0.0393919532531336,-0.1421683145933165,-1.0986691622707394,-0.0449168572682857,-0.0859758560945777,0.551,49.8,33.0,0,0,24.0,25.544357258694838
Marshall Islands,-0.8181798552320358,1.198008772265662,0.0530572541834918,-0.4341593533081809,0.3450325340537528,-0.9801866438590284,-0.5201267138243876,0.0125048504208423,0.6012866382535543,6.1,232.9281989286909,0,1,38.0,30.412643791077805
North Macedonia,0.9298895102154108,-0.9105465530292968,-0.1322399459868633,0.6560808159549112,-0.6968783811780535,-0.8467076882247432,-0.5973921254763929,-0.6322181268501084,0.798,41.7,7.0,0,0,13.0,21.88740504612891
Mali,-2.1025145244255583,1.033264787288555,0.5839933139763173,-0.7367747277669966,2.2751026672511925,-2.172454222851672,-0.7612833823657488,-1.303464722647544,0.481,27.3,562.0,0,0,29.0,35.30298178066598
Malta,1.6822817687342164,-0.0429734997591176,-0.9733089888478056,1.150463510820353,-0.7632282991086101,-0.0722935351834678,-0.049439443405112,1.3708766739162332,0.846,13.4,6.0,0,0,17.0,21.45176254381339
Myanmar,-1.7713051533470918,1.4662324985540098,-0.3760375880534421,-0.963782904611734,0.0553204061285241,-2.5971451806937,-1.4131298162925034,0.1728247973363157,0.451,15.0,250.0,0,0,19.0,31.42094647637617
Montenegro,1.2319704936628328,-0.7454739627905638,-0.7984177332286451,0.6363630057039228,-0.7776290438465376,-0.9184019259518792,-0.4743920516354175,0.8089693813522312,0.808,24.7,6.0,0,0,16.0,21.415851383801424
Mongolia,0.1578792049722128,-0.5333026525642895,-0.4133698406773226,0.6783065878786417,-0.4783914992727456,-0.0841973987964223,-0.361742702567512,-0.0558206808854628,0.794,17.1,45.0,0,0,27.0,23.042371081899518
Mozambique,-2.7957084858917622,-0.2689754717295514,0.7492637631658869,-0.2448383117925771,1.8797277343100809,0.7519770088110468,0.0658555004118754,-1.7941953398064503,0.58,42.4,289.0,0,0,30.0,33.11307643855077
Mauritania,-0.8680141881752451,1.703321271410995,1.0441543612566972,-0.90330444293509,1.780233074505848,-1.4785070306054415,-1.5386176722113982,0.8933492654173636,0.506,20.3,766.0,1,0,34.52235787383248,33.28124064725628
Mauritius,1.4994719904918314,0.5064852708070212,-0.0381010417236773,0.884352340941607,-0.4706654954776168,0.7594604771717984,0.4479114348906329,-0.048158104510398,0.678,20.0,61.0,1,0,24.10896664719077,24.58598941271997
Malawi,-2.864445716034157,0.6877459772573207,0.4920718239452287,-0.1896252440623931,1.3847095138731371,-1.970011018274457,-0.1304139987903485,-0.718020490899266,0.521,22.9,349.0,0,0,30.0,34.30820948198164
Malaysia,1.2878536281164412,0.1332856349638946,-0.5262076264108416,0.219542516055834,-0.7414034325129507,0.1716523885640552,0.0292618636540728,0.2131752413412555,0.738,14.9,29.0,0,0,19.0,22.542108321676878
Namibia,-0.3591327188363818,-0.5410633298565208,-0.2894378791621677,0.3486081619703908,0.3518789781400152,0.1943135447140384,-0.188619092930861,-0.1595683757555983,0.61,35.6,195.0,0,0,27.0,27.933694569572626
Niger,-2.9510425514241434,1.0113806183295115,0.7357078766731983,-0.5119231505158582,2.425510290653021,-2.984627240376049,-0.5177491525059204,-1.8020331028660617,0.442,25.9,509.0,1,0,39.47485156427364,36.09812716063159
Nigeria,-0.5691731086553841,2.4913773686837097,0.510842645412041,-0.4855102844424664,2.422876699016628,-1.418025001767378,-1.2095893349231517,-0.191203337542412,0.465,4.5,917.0,0,0,24.0,34.96001145853666
Nicaragua,-0.4113062741515315,-0.9030972597068622,0.2548365302377689,-0.4204289442812013,0.4093636570687372,0.3714495690864874,0.379688227481802,0.1442863385024345,0.717,50.5,98.0,0,0,23.0,26.321743587015504
Netherlands,1.875475995825683,-2.076206546507882,-0.6986786119929054,1.359143330593597,-0.8793262443156432,-3.893875540351672,-2.821862280620953,0.6373725434085784,0.908,39.1,5.0,0,0,21.0,21.1754677016341
Norway,1.847652562410424,-2.4700739957518385,-0.7762704261577019,1.2765839366419345,-0.8924754751267958,-4.56383854759424,-3.1532567852937547,0.6640888323427974,0.92,45.0,2.0,0,0,20.0,21.064005804508138
Nepal,-1.4183693105527393,0.2541900696327789,0.2462735045197243,-0.0677563346462903,0.3176679201567125,-0.3605353938143974,-0.0172229874218024,0.0670141170596739,0.644,33.6,186.0,0,0,27.0,29.97836255042435
Nauru,0.3894501353405211,1.3825367075291175,0.1715924209540529,-0.5924749441142535,0.7433026522458307,0.5384291078604533,-0.8191183585292179,-0.0030072442059999,0.5899111399248261,10.5,327.62529185847893,0,1,43.0,31.145146014243455
New Zealand,2.057897809316863,-2.4729538210984163,-0.6038614873999512,1.6522065164441344,-0.7422241166222243,-5.089086250980197,-4.0858304180842255,0.4587690454790779,0.904,49.2,9.0,0,0,23.0,21.096596097498427
Oman,0.893696571996617,1.2930354340995849,0.1907504436759498,-0.7091387222480935,-0.7555599399992455,1.1555813349249564,-0.9169414955588884,-0.7810278539051706,0.715,9.9,19.0,1,0,23.63598005311317,25.642304427307913
Pakistan,-0.9702893812564444,1.8674486544570363,-0.0946062660264543,-0.9945304439575956,-0.0650538936821693,-1.811965599461297,-1.8572345393851704,0.0215147242078757,0.481,19.9,140.0,0,0,29.0,29.93611717419987
Panama,1.3505662610763938,-0.047459170260422,0.5018029283636715,0.6766891381834429,0.1025730427571088,-0.0640967541324062,-0.0321151050224262,0.422915121843994,0.757,22.5,52.0,0,0,16.0,23.599676411891046
Peru,0.3427939903229179,-0.2801989018216866,-0.1005578969176585,0.686039734801397,0.0103145174960193,-0.0960504996395554,-0.1922275802973926,-0.1350746082266178,0.717,40.0,88.0,0,0,38.0,25.889699835165608
Philippines,-0.0453002667171884,-0.3190862501555769,-0.1439854555845295,-0.0176450866026806,-0.0296353079492799,0.0144546922378351,0.0056303045177197,-0.0135957611520019,0.612,28.0,121.0,0,0,14.0,27.545412678903183
Palau,-0.1338468460409777,0.8763292630088813,-0.0877403481095155,-0.1934572261758185,-0.023469355923118,-0.1172939079471531,-0.1695322284383975,-0.0006042306096822,0.6458128272482555,6.9,157.7026976031101,0,1,31.0,28.87107566345792
Papua New Guinea,-1.6143034865931067,1.9906366799021809,-0.5451094955510254,-0.0789309033898753,0.1161424555286455,-3.213491732906217,-0.1571227514657013,-0.2372779746723657,0.487,0.0,145.0,0,0,51.0,33.08007931933169
Poland,1.150661353536979,-1.0205307992376604,-0.6046341552231609,0.5715311361436335,-0.7955977377989207,-1.1742853507769813,-0.5832651271578704,0.3733066806136184,0.859,27.5,2.0,0,0,13.0,21.074943911949056
Korea (Democratic People's Rep. of),-2.2298640584491616,-0.2474788580668841,-0.6068553840397531,0.6299364750032443,-0.7009757804215032,0.5518442108293864,-0.1558959594884812,0.3048367995998284,0.7267603999701064,17.6,89.0,1,1,22.348599116555363,26.63065663197723
Portugal,1.4390550571579706,-2.0330485821253763,-0.5201198718486865,1.0507372164609885,-0.8125015103903976,-2.9256688435553646,-2.1361998081123774,0.3336871841553813,0.877,40.0,8.0,0,0,18.0,20.9577034580367
Paraguay,0.0372813005661369,0.6265070548537084,0.3337482727471673,0.2230885688289286,0.1782463465241534,0.0233569978188063,0.1397665622285409,0.1197054823764033,0.691,16.8,84.0,0,0,18.0,26.030759995923276
"Palestine, State of",-1.164609689471138,1.0678174321920209,2.4980635617096607,-1.5424674164420344,-0.2980734788569683,-1.2435905281170174,-1.6470735958649938,-0.0824715516821743,0.483,18.874003108136925,27.0,1,0,27.59774814414116,29.22053047402822
Qatar,1.6535081521823205,0.0220530862742764,-0.5572812253015648,-0.5011643661072334,-0.8142278403118612,0.0364649579352961,-0.0110522210033558,0.2729873513184218,0.703,4.4,9.0,1,0,23.3900087295012,23.446580362050867
Romania,1.5689021963055478,0.0861920918691763,-0.3498220695211854,0.984100109386244,-0.4086329076764493,0.1352269622377203,0.0848216470366856,0.0264943984667687,0.8,18.5,19.0,0,0,18.0,21.828954696431172
Russian Federation,0.8784942681305208,-0.3028793746066187,-0.5410594964541938,-0.4661867844411658,-0.6931951425920696,-0.2660777945268713,0.1411983617214108,0.2809031236927132,0.752,16.5,17.0,1,0,22.958763991982146,23.19497632502009
Rwanda,-1.4834679948145002,-1.678999743478402,-0.1218812359598586,-0.4151420762494683,0.0430631626209854,2.490742382751965,0.6970234395299484,0.0774132231663871,0.663,55.7,248.0,0,0,38.0,29.358839834586906
Saudi Arabia,1.225765688068557,0.8855503117316352,1.3241300340217732,-1.2300818623097365,-0.733779059580774,1.085477187179053,-1.0892993766238173,-1.823951478465788,0.737,19.9,17.0,1,0,23.806963118629756,24.06876801821602
Sudan,-2.7932232772152,0.8313213793027773,2.2634846513807627,-2.265846966257271,0.7683673616361222,-2.322066227515164,-1.883647025278008,1.5158583422165026,0.46,31.0,295.0,1,0,31.476457853411524,32.03748354671256
Senegal,-1.770695068547027,0.8297339123871998,0.058935640157266,-0.2774098232640694,0.6369630258789715,-1.4692057468702455,-0.2301763379915379,0.0192422063529659,0.619,43.0,315.0,0,0,24.0,30.01789591564462
Singapore,2.5281964314403806,-1.258418944294752,-0.4730187365204102,1.135015951586018,-0.8753411237922625,-3.181530284222963,-1.42832557555258,-0.101377832509992,0.887,29.8,8.0,0,0,11.0,20.68183333308687
Solomon Islands,-1.7271752190513006,0.9620579567021308,-0.1457188790740205,-0.11196317715246,0.0913534035933239,-1.6616426621070493,-0.1077150654371743,-0.1527174388219951,0.664,8.0,104.0,0,0,50.0,32.3423694445235
Sierra Leone,-2.815605182427116,1.821586846957503,-0.1161527067684131,-0.3973099209058298,2.859236051095333,-5.128869366534616,-0.7237345260877854,-1.207968485552748,0.543,12.3,1120.0,0,0,36.0,38.22500618678815
El Salvador,-0.0631298329525084,0.4614239740802633,0.0449592293506415,0.0657646106300777,-0.0939160384952474,-0.0291296184039695,0.0303453679907715,0.0683193976673456,0.566,27.4,46.0,0,0,21.0,25.98206670507025
San Marino,1.6148487505975877,-1.2408089850152393,-0.5169397693246544,0.6443698277962214,-0.8772403877710186,-2.00371883918212,-0.799539872002274,0.2365046588372271,0.8157070307750729,33.3,0.0,1,1,20.83871046714443,21.362834285467756
Somalia,-3.0119262813096053,2.120755943258492,1.2247736332187282,-1.426382708505059,2.442568712239015,-6.387560561743794,-3.0250096064232497,0.4518007535953609,0.417,24.6,829.0,1,0,37.93520256927988,36.258563571487684
Serbia,0.8235818874282392,-1.3300024220962707,-0.8183979785241181,0.2536081116590868,-0.7055100307853723,-1.0953659050741764,-0.3372994027698469,0.9397483795495016,0.835,39.2,12.0,0,0,17.0,21.60523667582648
South Sudan,1.998386468605072,0.4293259235388635,0.2252632099265085,-0.9313765444056016,2.9030147321667563,0.8579591162214404,-0.3998640950893702,-1.1056393170786545,0.388,32.3,1150.0,0,0,41.0,34.0779043006159
Sao Tome and Principe,-1.8731870529825208,1.1081315020508784,1.86784664410908,-1.077079660275284,0.3986324924082176,-2.07573758264378,-1.1935459017693002,2.010887020087685,0.648,23.6,130.0,0,0,27.0,30.062473388061015
Suriname,-0.6094921355086859,-0.1081855900099261,1.1998115791072452,-0.074389707686974,0.0715870765251367,0.065938266286417,0.0080478944167812,0.7440481558548724,0.694,29.4,120.0,0,0,28.0,27.906331230807282
Slovakia,1.3444157181075092,-0.91086016499909,-0.6177110295474441,0.8705034967912961,-0.5716739703690126,-1.2245747228227757,-0.7929069587196047,0.4462512875002806,0.856,22.7,5.0,0,0,18.0,21.15161876980779
Slovenia,1.2801278041797826,-1.255222813561235,-0.7317911399557722,0.7211004733344568,-0.852668256070177,-1.606845624080513,-0.9051417649992154,0.7530282529159619,0.824,21.5,7.0,0,0,18.0,21.13338449574531
Sweden,1.753527578089244,-2.6495628531793995,-0.7497133414913965,1.3572362016009742,-0.8749815971691017,-4.6460815329309,-3.596082622752248,0.690257597233393,0.926,47.0,4.0,0,0,21.0,21.087232317036463
Eswatini (Kingdom of),-0.8800845359296658,0.5325447199371399,0.3997174551974936,-1.082604702456695,0.950014220475933,-0.4686843727076716,-0.5765354180724312,0.1226306349940283,0.415,18.4,437.0,1,0,31.095016463550472,31.986522140340398
Seychelles,1.077725952200773,-0.198596815635992,-0.0714986708557206,0.6181392795846938,-0.1112369823956492,-0.2140329422353409,-0.1227604925450464,-0.0316062279622525,0.799,22.9,53.0,1,0,26.203221819090277,24.275186834940094
Syrian Arab Republic,-2.4755586042626176,1.9908365434241877,1.9209549468842333,-2.693656976303785,-0.3521085085942221,-4.928432534754196,-5.362630743875076,-0.436625712812827,0.407,11.2,31.0,1,0,27.23235257112902,31.232564961123387
Chad,-3.14577657203009,1.5277600716164237,0.3867378615616522,-1.293958797636665,3.3928842905079204,-4.805991840973959,-1.9768585853460932,-1.6346732215849658,0.462,32.3,1140.0,0,0,29.0,37.993736363257156
Togo,-1.899969555750232,2.160414575811324,-0.4288220885625633,-0.4826482212164834,0.9644999269167768,-4.104721921840567,-1.0427202521054992,-1.0473006225997257,0.595,18.7,396.0,0,0,25.0,32.3398378322142
Thailand,0.7446663612834226,0.3342110107672234,-0.2637582024031752,-0.1422097455107821,-0.4174511498496366,0.248875697288883,-0.0475280627881081,0.0061226529814231,0.764,13.9,37.0,0,0,24.0,24.227508166214168
Tajikistan,-0.651537960188346,-0.336191506161227,-0.7943374114353343,-0.7679380514478189,-0.295210924380258,0.2190415281569336,0.2581742501547601,-0.0303406132153588,0.69,23.4,17.0,0,0,24.0,26.225851087125655
Turkmenistan,0.3023595365246022,-0.9488465131648398,-1.1836790160687705,0.6705602268566078,-0.6261838161009554,-0.2868927919535058,-0.6362587331199162,0.9576343366620312,0.75,25.0,7.0,1,0,22.496777156918554,22.996146178523304
Timor-Leste,-1.694554500139403,-0.480140239893304,-0.1994888504334112,0.0046451075768678,-0.1706209253031275,0.8136238042092108,-0.0022303030662875,0.0118924300118415,0.664,38.5,142.0,0,0,38.0,29.55632134984843
Tonga,-0.4157767861133596,1.738227010169603,-0.1305569685426647,-0.0625483405438331,-0.5637886910251677,-0.7227144398237515,-0.1087232149745772,-0.3258865564032248,0.697,0.0,52.0,0,0,37.0,29.118635857652517
Trinidad and Tobago,1.0298229470315237,-0.8388122105107102,-0.1320860106322607,0.5258349787653888,-0.2807222072879548,-0.8638280626341663,-0.4410768009020481,0.00670107757385,0.721,32.4,67.0,0,0,28.0,24.20171418782418
Tunisia,-0.5510530384536957,0.4223426967792278,0.3612822180240793,-0.5178323253129826,-0.7446255136128219,-0.2327332263289213,-0.2187027007521435,0.3869705519946573,0.669,26.3,43.0,0,0,25.0,26.44270437027011
Türkiye,0.8625164606232104,1.4269184678337965,0.2154111953774608,-0.6895040688640968,-0.6683211289538313,1.2307406664739005,-0.9838660895087254,-0.585620245964351,0.665,17.3,17.0,0,0,32.0,26.522564297041573
Tuvalu,-0.5388413229860121,0.9596591438733312,-0.1699337480845731,-0.2362211062136289,-0.1788718332449499,-0.5171040027003294,-0.2266917445537823,-0.0015013818583027,0.6456241828308772,6.3,143.00963818081294,0,1,39.0,29.88910680328285
Tanzania (United Republic of),-1.593868449839527,0.0026115001467611,0.5907498519698368,-0.3652158765510179,1.8458412487271287,-0.0041623876906738,-0.0009537613152124,-0.482476799475753,0.652,36.9,524.0,0,0,38.0,33.631262252616565
Uganda,-1.3293361748918668,0.0826997634189659,0.3966616238138672,-0.2058614237961052,1.3110234464392243,-0.1099357871678304,-0.0170246910450293,-0.3742785264702505,0.544,33.8,375.0,0,0,45.0,33.13997617769754
Ukraine,-0.41575436263466,-0.7121441896432343,-0.4243204990163809,-0.2655297908881003,-0.6809378990845308,0.2960770536690993,0.1890954977581436,0.1184170498384799,0.626,20.8,19.0,0,0,18.0,25.37335000234701
Uruguay,1.0125329026564769,-1.0842115515010753,0.0334997349930613,0.7956155669806686,-0.4156535167338325,-1.097799869335066,-0.8626155882745183,-0.0385566662697804,0.748,26.2,17.0,0,0,18.0,22.776735978463453
United States,2.072005930463114,-1.1425524531969162,-0.7181304339653624,1.2565549730082497,-0.6757012646343754,-2.3673754588891898,-1.4356799669873606,0.6063608404252846,0.823,27.0,19.0,0,0,26.0,21.586925490243786
Uzbekistan,-0.209955055178431,-0.6978929932875625,0.1940859352819572,0.1331106516136947,-0.6549989640853864,0.1465261619143306,-0.0928969910931393,-0.7878376725960408,0.674,28.7,29.0,1,0,22.949120820320587,25.781731603955414
Saint Vincent and the Grenadines,-0.0025810000947587,-0.0687677684596832,-0.6078052859690986,0.2231686751561321,-0.1502235173429943,0.0001774896169107,-0.0153468117805911,-0.050947688468546,0.7095544538507322,18.2,68.0,1,1,26.03544310851816,25.53154480540925
Venezuela (Bolivarian Republic of),-2.504664298504141,0.3918408021934731,0.3135569726580813,-2.695354843391879,0.4308289970412358,-0.9814296679512152,-1.0561500040307372,0.1988312009584826,0.628,22.2,125.0,0,0,19.0,29.251483500192947
Viet Nam,-0.4900536480539296,-0.4123524748992119,-0.4506812724039441,-0.7475362516497186,-0.3793702607144816,0.2020748346084252,0.3082484234446416,0.1297655032824919,0.707,30.3,43.0,0,0,25.0,25.340203470699024
Vanuatu,-1.7854103365809402,1.823974321489448,0.2430164287865009,-0.5690628370116058,0.070664761552911,-3.256542607245467,-1.0379560020231038,0.0569879662872029,0.644,0.0,72.0,0,0,47.0,31.724958838286316
Samoa,-0.9129623752508228,0.3613873433059111,1.152288708141754,-0.6315276055240868,-0.2615459855859848,-0.3299330473301491,-0.2282260835846932,-0.0453682815612711,0.711,7.8,43.0,0,0,40.0,28.944175791672638
Yemen,-3.095023263144042,4.331391085205242,1.1549349763455614,-1.9657775712016348,0.1461818004226989,-13.405756170484942,-8.514551447399173,0.1144634158516537,0.287,0.3,164.0,1,0,29.475766675152197,33.37746608362022
South Africa,-0.1748763420139162,-0.0113945970349483,0.5747796639804982,0.0270774019310293,0.1361530198484655,0.0019926454481943,-0.0003085360837574,0.3446531827877082,0.688,46.0,119.0,0,0,24.0,26.0008026873547
Zambia,-1.4968849969434848,1.1524215222701903,0.4496614224527456,-0.2802718864900524,1.0735712417635082,-1.72504248684102,-0.3229913540784042,-0.6628023484718508,0.556,15.1,213.0,0,0,41.0,33.48771754082861
Zimbabwe,-2.607695522471297,0.3321248966007007,0.2650613323374186,-1.6437263958750483,1.3156729861746217,-0.8660806057668898,-0.5459224592698428,-0.2527261551415394,0.604,34.6,458.0,0,0,35.0,32.95452406652928
